Name,License Description,Application Type,License Term Start Date,License Term Expiration Date,Date Issued,Latitude,Longitude,Location
South Loop Market,Retail Food Establishment,Renew,11-16-2013,11-15-2015,11-20-2013,41.87672216,-87.63471047,"(41.876722160510816, -87.63471047025764)"
Marie'S Liquors Inc.,Retail Food Establishment,Renew,12-16-2013,12-15-2015,10-31-2014,41.96809026,-87.73166809,"(41.96809025848692, -87.73166808626459)"
46Th Double Bubble,Regulated Business License,Issue,01-09-2015,01-15-2017,01-09-2015,41.81078907,-87.6651757,"(41.81078906733982, -87.66517570338874)"
"Chi-Town Printing, Inc.",Limited Business License,Renew,11-16-2014,11-15-2016,11-18-2014,41.99065036,-87.74818257,"(41.990650355667626, -87.74818256524107)"
Medlock Construction,Regulated Business License,Issue,10-08-2013,10-15-2015,10-08-2013,41.89467447,-87.77020032,"(41.89467446603847, -87.77020031763878)"
Corus Construction Corp,Limited Business License,Renew,05-16-2013,05-15-2015,05-10-2013,,,
Bradfords Hvac & Appliance Repair Company,Regulated Business License,Issue,10-15-2014,11-15-2016,10-15-2014,41.72916113,-87.54412267,"(41.729161127825435, -87.54412267124222)"
Remi Food Mart,Tobacco Retail Over Counter,Issue,10-17-2014,11-15-2016,10-17-2014,41.76130547,-87.55770552,"(41.761305471393655, -87.55770551531141)"
Maxwell Street Cicero,Retail Food Establishment,Issue,05-01-2013,05-15-2015,05-01-2013,41.87728403,-87.74530775,"(41.87728402627134, -87.74530774699919)"
"Randolph Construction, Inc.",Regulated Business License,Issue,09-09-2013,09-15-2015,09-09-2013,41.79697099,-87.69037888,"(41.79697099282035, -87.69037887969415)"
Computer Prodigies,Limited Business License,Renew,08-16-2013,08-15-2015,08-07-2013,41.80149436,-87.72539999,"(41.80149435785469, -87.72539998876024)"
Sector 2337,Consumption on Premises - Incidental Activity,Issue,10-08-2014,10-15-2016,10-08-2014,41.92375997,-87.69851608,"(41.92375996879354, -87.69851607944803)"
Azriel Leyva,Peddler License,Issue,05-23-2013,06-15-2015,05-23-2013,41.8692026,-87.77195449,"(41.869202597823474, -87.77195449259031)"
"Exelon Generation Company, Llc",Regulated Business License,Renew,07-16-2014,07-15-2016,05-30-2014,41.7208829,-87.54675399,"(41.720882903689244, -87.5467539927606)"
Bp Amoco,Retail Food Establishment,Renew,11-16-2014,11-15-2016,10-27-2014,41.89926516,-87.68720884,"(41.89926515952151, -87.68720883615119)"
Elite Coaching,Regulated Business License,Issue,11-06-2013,11-15-2015,11-06-2013,41.89807946,-87.63135439,"(41.89807946037403, -87.63135438714423)"
Alliance Concrete Sawing & Drillling Iv. Llc,Limited Business License,Renew,05-16-2013,05-15-2015,05-09-2013,,,
Ames Contruction,Regulated Business License,Renew,11-16-2013,11-15-2015,11-12-2013,41.89689744,-87.75672792,"(41.896897435084576, -87.7567279160585)"
R M Engraving Inc.,Limited Business License,Renew,03-16-2014,03-15-2016,03-10-2014,41.88198504,-87.62544398,"(41.881985035591015, -87.62544397986383)"
"Danish Gas & Food Mart, Inc.",Filling Station,Issue,11-04-2014,11-15-2016,11-04-2014,41.87352189,-87.71048643,"(41.8735218856565, -87.71048642868381)"
"Z.S.N., Inc.",Tobacco Retail Over Counter,Renew,08-16-2014,08-15-2016,08-13-2014,41.88135907,-87.72583332,"(41.88135907441011, -87.72583332193682)"
The Second Child,Regulated Business License,Renew,04-16-2015,04-15-2017,03-18-2015,41.91821841,-87.65314159,"(41.91821840544163, -87.65314158811844)"
7-Eleven,Package Goods,Renew,01-16-2014,01-15-2016,12-13-2013,41.79214112,-87.78662636,"(41.79214111875764, -87.78662636230499)"
Ft Travel-Management,Limited Business License,Renew,11-16-2014,11-15-2016,10-01-2014,41.87803443,-87.63117141,"(41.87803442833617, -87.63117140697915)"
"Indo-Pak Meat & Grocery, Llc",Retail Food Establishment,Renew,09-16-2013,09-15-2015,12-12-2013,41.96836564,-87.72658635,"(41.96836564028846, -87.72658635101799)"
Ignotz One Door South,Consumption on Premises - Incidental Activity,Renew,06-16-2014,04-15-2016,09-05-2014,41.8477534,-87.6829278,"(41.84775339576966, -87.68292779619232)"
My Time Fitness - 2117 N. Damen,Regulated Business License,Issue,07-11-2014,07-15-2016,07-11-2014,41.92022883,-87.67756495,"(41.92022883041428, -87.67756494892839)"
Evan Lewis Inc,Manufacturing Establishments,Renew,12-16-2014,12-15-2016,12-03-2014,41.94261528,-87.70322472,"(41.942615280555586, -87.70322471754939)"
J & R International,Package Goods,Renew,11-16-2013,11-15-2015,11-14-2013,41.9253911,-87.70163843,"(41.92539110328044, -87.7016384341082)"
1St Home Health Care Inc,Limited Business License,Renew,02-16-2015,02-15-2017,02-09-2015,41.98829003,-87.7036195,"(41.98829003222841, -87.70361949714464)"
Fresh Market Place,Package Goods,Issue,09-18-2014,10-15-2016,09-18-2014,41.92093215,-87.68766601,"(41.92093214697868, -87.68766600883245)"
Favorite Cafe,Consumption on Premises - Incidental Activity,Renew,09-16-2013,09-15-2015,09-25-2013,41.96854049,-87.71078268,"(41.96854048739687, -87.71078267590296)"
Diversey Optical,Limited Business License,Issue,05-23-2014,06-15-2016,05-23-2014,41.93169743,-87.7424672,"(41.931697427206, -87.74246720062844)"
New York Dollar & Food,Tobacco Retail Over Counter,Renew,05-16-2014,05-15-2016,04-22-2014,41.83116426,-87.62219866,"(41.83116426262855, -87.62219866212499)"
Chicago Signature Services,Navy Pier - Mobile,Renew,03-16-2014,03-15-2016,02-13-2014,41.89224916,-87.60951805,"(41.892249163400116, -87.60951804879336)"
Simply Prepaid T Retailer,Limited Business License,Renew,06-16-2013,06-15-2015,06-10-2013,41.81700291,-87.69972958,"(41.817002912572164, -87.69972958371191)"
H Robert Slater Co,Manufacturing Establishments,Renew,12-16-2013,12-15-2015,11-12-2013,41.85774799,-87.6780213,"(41.857747985852605, -87.67802129595785)"
Lenny Hoffman Exc. Inc,Limited Business License,Renew,05-16-2013,05-15-2015,03-27-2013,,,
Runway Model Academy / Royalty Pageant Systems,Regulated Business License,Issue,05-17-2013,06-15-2015,05-17-2013,41.98651192,-87.71002526,"(41.98651192327015, -87.71002526419862)"
N Tam Design Studio,Limited Business License,Issue,06-17-2014,07-15-2016,06-17-2014,41.85258409,-87.64290509,"(41.852584089414, -87.64290509108152)"
Chop Suey Kitchen,Retail Food Establishment,Renew,05-16-2013,05-15-2015,04-30-2013,41.88020509,-87.75958649,"(41.880205089634494, -87.75958648612682)"
American International Clinical Group Ltd,Limited Business License,Issue,06-20-2013,07-15-2015,06-20-2013,41.89626551,-87.64896193,"(41.89626550998868, -87.6489619254971)"
Ya Ya Mini Mart,Retail Food Establishment,Renew,01-16-2014,01-15-2016,01-03-2014,41.85794517,-87.6637121,"(41.857945166903505, -87.66371210138885)"
Chicago  Pc Doc,Regulated Business License,Renew,07-16-2013,07-15-2015,06-06-2013,41.97874564,-87.6637695,"(41.97874564249751, -87.66376949964844)"
Jiffy Metal Products Inc,Manufacturing Establishments,Renew,05-16-2013,05-15-2015,05-15-2013,41.88686049,-87.75143355,"(41.88686049241564, -87.7514335488384)"
Cast-Rite Steel Casting Corporation,Limited Business License,Renew,09-16-2014,09-15-2016,08-05-2014,41.8875021,-87.68067148,"(41.88750210261508, -87.68067148399705)"
Hot N Spicy Grill Chicken,Retail Food Establishment,Issue,01-28-2014,02-15-2016,01-28-2014,41.87082601,-87.74476764,"(41.87082601444883, -87.74476763884662)"
"5 Erie Lots, Llc",Regulated Business License,Issue,03-07-2014,03-15-2016,03-07-2014,41.96110648,-87.70378582,"(41.96110647502987, -87.70378582283917)"
"Nike Usa, Inc.",Limited Business License,Renew,03-16-2015,03-15-2017,02-13-2015,41.8924821,-87.62553911,"(41.89248210175437, -87.62553911006718)"
Little Beans Cafe,Retail Food Establishment,Renew,02-16-2015,02-15-2017,02-17-2015,41.92136586,-87.67292078,"(41.92136586183712, -87.6729207810977)"
Jeffery Gas & Food Mart,Tobacco Retail Over Counter,Renew,07-16-2014,07-15-2016,07-08-2014,41.73742779,-87.57587186,"(41.7374277896889, -87.57587185947092)"
7-Eleven,Package Goods,Renew,03-16-2015,03-15-2017,02-23-2015,41.77775754,-87.77119397,"(41.77775753872336, -87.77119396819958)"
"Norge Klean- O- Mat, Inc.",Limited Business License,Renew,08-16-2014,08-15-2016,03-16-2015,41.8442732,-87.73102407,"(41.8442731988871, -87.7310240723501)"
Expert Flooring Inc,Regulated Business License,Renew,05-16-2013,05-15-2015,05-03-2013,,,
"Boomerang Information Services, Inc.",Regulated Business License,Renew,04-16-2014,04-15-2016,03-28-2014,41.87805068,-87.62978101,"(41.878050680824906, -87.62978100842273)"
"Christian Undertaker Services, Inc.",Limited Business License,Renew,12-16-2014,12-15-2016,01-08-2015,41.95404495,-87.70563638,"(41.95404494613474, -87.70563637540388)"
Quizno'S Sub,Retail Food Establishment,Renew,02-16-2014,02-15-2016,03-04-2014,41.90397013,-87.63399178,"(41.90397012663484, -87.63399177667365)"
Wyndham Grand Chicago Riverfront,Regulated Business License,Renew,02-16-2015,02-15-2017,01-09-2015,41.88775652,-87.62551819,"(41.88775652273528, -87.62551819161445)"
Taco House,Retail Food Establishment,Renew,05-16-2013,05-15-2015,05-29-2013,41.88673641,-87.76494671,"(41.886736408932926, -87.7649467072484)"
Keeper'S Kids,Children's Services Facility License,Issue,07-25-2014,08-15-2016,07-25-2014,41.78654294,-87.69204396,"(41.78654294207006, -87.69204396187506)"
Kovilic Construction Co.,Limited Business License,Renew,05-16-2013,05-15-2015,07-01-2013,,,
Chicago Curry House,Retail Food Establishment,Renew,10-16-2014,10-15-2016,10-10-2014,41.87057299,-87.62844791,"(41.87057299287796, -87.62844790993732)"
Mayfield Care Center Inc,Regulated Business License,Renew,05-16-2013,05-15-2015,05-13-2013,41.88203516,-87.77209687,"(41.88203515947526, -87.77209686710721)"
Citgo,Tobacco Retail Over Counter,Renew,05-16-2013,05-15-2015,05-17-2013,41.87082601,-87.74476764,"(41.87082601444883, -87.74476763884662)"
Ocean Breaker Gc Inv. Inc.,Limited Business License,Issue,01-21-2014,02-15-2016,01-21-2014,41.88059105,-87.63050913,"(41.880591047641396, -87.6305091299425)"
Mufflers 4 Less,Motor Vehicle Services License,Renew,07-16-2013,07-15-2015,06-06-2013,41.70894879,-87.68155223,"(41.708948788444594, -87.68155222495912)"
"Illinois Maintenance Group, Inc.",Limited Business License,Issue,07-07-2014,07-15-2016,07-07-2014,41.79308377,-87.77951898,"(41.79308376616139, -87.7795189844704)"
Acme Cycle Chicago,Motor Vehicle Services License,Issue,03-18-2015,04-15-2017,03-18-2015,41.93877197,-87.74287698,"(41.93877197000837, -87.7428769792636)"
Cucina Paradiso,Caterer's Registration (Liquor),Renew,05-16-2013,05-15-2015,05-10-2013,,,
Brunch,Retail Food Establishment,Renew,07-16-2013,07-15-2015,10-02-2013,41.89383961,-87.63724782,"(41.893839614475326, -87.63724781581695)"
Active Dog Daycare And Boarding,Animal Care License,Issue,07-02-2013,07-15-2015,07-02-2013,41.93224314,-87.6924043,"(41.93224313462112, -87.69240429729714)"
Lucy'S Paleteria Y Neveria Frutilandia,Retail Food Establishment,Issue,07-17-2013,08-15-2015,07-17-2013,41.84407073,-87.7297231,"(41.84407072563351, -87.72972310424916)"
A & B Home Healthcare Services,Limited Business License,Renew,07-16-2014,07-15-2016,07-14-2014,42.01235844,-87.68718562,"(42.01235843901739, -87.68718562395223)"
Kaminski Engineering,Limited Business License,Renew,05-16-2013,05-15-2015,05-14-2013,41.79186906,-87.79937659,"(41.791869063162096, -87.79937659036084)"
Katsu Japanese Restaurant,Retail Food Establishment,Renew,02-16-2015,02-15-2017,02-02-2015,41.99034882,-87.69665169,"(41.99034881768458, -87.69665168955073)"
Friendly African Hair Braiding,Limited Business License,Renew,08-16-2014,08-15-2016,09-18-2014,41.73708775,-87.581212,"(41.737087744970154, -87.58121199829101)"
Enriquez Produce Inc.,Wholesale Food Establishment,Renew,12-16-2013,12-15-2015,10-30-2013,41.84801061,-87.67744717,"(41.84801061054917, -87.67744717154177)"
Studio Kast,Regulated Business License,Renew,01-16-2014,01-15-2016,11-29-2013,41.8935719,-87.61587579,"(41.89357190040784, -87.61587578940802)"
Sparks And Arcs Electric Llc,Regulated Business License,Renew,09-16-2013,09-15-2015,08-16-2013,41.95597398,-87.70182275,"(41.955973976321786, -87.70182275056514)"
Carribean Jerk Palace,Retail Food Establishment,Issue,03-17-2015,04-15-2017,03-17-2015,41.74974186,-87.71794639,"(41.749741862819484, -87.7179463916298)"
Stanley & Sons Construction Inc,Limited Business License,Renew,05-16-2013,05-15-2015,04-04-2013,,,
Regus Management Group Llc,Limited Business License,Renew,09-16-2014,09-15-2016,08-19-2014,41.88140721,-87.63715509,"(41.88140721163485, -87.63715509324663)"
"Vc Management, Llc",Limited Business License,Issue,02-14-2014,02-15-2016,02-14-2014,41.88166429,-87.63888744,"(41.881664289382925, -87.63888744408949)"
Blaze Pizza,Retail Food Establishment,Issue,04-22-2014,05-15-2016,04-22-2014,41.89326298,-87.62195878,"(41.893262977315636, -87.6219587764921)"
Loco Express Inc.,License Manager,Renew,11-01-2014,10-31-2015,10-31-2014,41.89761489,-87.69660553,"(41.89761489305195, -87.69660552456575)"
"Diversifield Enterprises Company, Inc.",Limited Business License,Renew,05-16-2013,05-15-2015,04-11-2013,,,
The Social Table,Retail Food Establishment,Issue,08-26-2014,09-15-2016,08-26-2014,41.91805758,-87.64932457,"(41.918057576726284, -87.6493245677595)"
Salon Glow,Limited Business License,Issue,01-20-2015,02-15-2017,01-20-2015,41.93759768,-87.66631579,"(41.93759768024581, -87.66631578954201)"
"L G Jewelers, Inc",Limited Business License,Renew,04-16-2014,04-15-2016,03-05-2014,41.88192156,-87.62606306,"(41.88192156256051, -87.62606305984501)"
Green Arch Food Mart,Tobacco Retail Over Counter,Renew,07-16-2013,07-15-2015,05-31-2013,41.98342009,-87.65991582,"(41.98342009074442, -87.65991581678234)"
Speedway Auto,Motor Vehicle Services License,Renew,10-16-2014,10-15-2016,10-16-2014,41.79246521,-87.62578976,"(41.79246520910892, -87.6257897597827)"
Industrial Maintenance Welding,Limited Business License,Renew,01-16-2014,01-15-2016,12-06-2013,41.80680352,-87.64562835,"(41.806803523993274, -87.64562835113266)"
Jolly Express Train,Children's Services Facility License,Renew,11-16-2013,11-15-2015,11-13-2013,41.75466012,-87.74138476,"(41.75466012439374, -87.74138475860521)"
Output,Consumption on Premises - Incidental Activity,Renew,03-16-2015,03-15-2017,03-17-2015,41.8910139,-87.6719848,"(41.891013896751915, -87.67198480289699)"
Aa Service-E Shavitz,Limited Business License,Renew,05-16-2013,05-15-2015,04-03-2013,,,
Shaina Diona Bates,Peddler License,Issue,06-06-2014,06-15-2016,06-06-2014,41.72096632,-87.61668505,"(41.7209663166819, -87.61668505430788)"
Roman Cleaning Services,Regulated Business License,Issue,10-07-2013,09-15-2015,10-07-2013,41.78640548,-87.77900546,"(41.786405483498925, -87.77900546376918)"
Tcc Communications,Limited Business License,Issue,05-28-2014,06-15-2016,05-28-2014,41.96854353,-87.71046716,"(41.968543534495595, -87.71046715558843)"
Northwest Highway Bp,Tobacco Retail Over Counter,Issue,12-11-2014,12-15-2016,12-11-2014,41.97525807,-87.76880657,"(41.97525806721295, -87.76880656727909)"
"Jellyvision Lab, Inc",Limited Business License,Renew,11-16-2014,11-15-2016,11-12-2014,41.90754214,-87.65020288,"(41.907542139842356, -87.65020287911686)"
Milos Hand Wash & Detail,Limited Business License,Issue,04-24-2014,05-15-2016,04-24-2014,41.96492757,-87.72778916,"(41.964927572609376, -87.72778916045893)"
Di Di Raminov Show Inc,Music and Dance,Renew,10-16-2013,10-15-2015,10-08-2013,41.93848548,-87.78187631,"(41.93848548281483, -87.7818763141497)"
I Am Trendii,Limited Business License,Issue,07-11-2014,07-15-2016,07-11-2014,41.96702447,-87.76018964,"(41.96702446481928, -87.760189637374)"
Rosexpressions,Limited Business License,Renew,09-16-2014,09-15-2016,09-11-2014,41.87856015,-87.63652387,"(41.87856015362371, -87.63652387205532)"
Conference Center Concepts Llc,Limited Business License,Renew,09-16-2014,09-15-2016,09-17-2014,41.88590606,-87.62437184,"(41.885906059506326, -87.62437183736003)"
Atchison Remodeling Company,Regulated Business License,Renew,06-16-2013,06-15-2015,06-17-2013,41.78137924,-87.6660054,"(41.78137924165189, -87.66600539493211)"
Red Coral International,Regulated Business License,Renew,09-16-2013,09-15-2015,09-16-2013,41.87323654,-87.66210872,"(41.87323653839869, -87.66210871895744)"
A J Smoy,Manufacturing Establishments,Renew,12-16-2013,12-15-2015,11-05-2013,41.97752912,-87.7728618,"(41.97752911926868, -87.77286179481037)"
Benny'S Tires,Motor Vehicle Services License,Renew,03-16-2014,03-15-2016,02-13-2014,41.99791542,-87.68546607,"(41.99791541556752, -87.68546607072383)"
Nandu Restaurant Ltd,Retail Food Establishment,Renew,11-16-2013,11-15-2015,10-25-2013,41.92470862,-87.69624964,"(41.92470861943075, -87.69624964010227)"
The Sofo Tap,Tavern,Renew,07-16-2013,07-15-2015,06-11-2013,41.97245587,-87.66775631,"(41.97245586912859, -87.66775631025641)"
Gilcor Construction Corp.,Limited Business License,Renew,04-16-2015,04-15-2017,02-24-2015,,,
Cinderella Boutique & Jewelry,Limited Business License,Issue,03-18-2015,04-15-2017,03-18-2015,42.01940787,-87.68821678,"(42.019407874043075, -87.6882167837797)"
John'S Heating,Limited Business License,Renew,05-16-2013,05-15-2015,05-15-2013,,,
"Quizhpe Gift And Sports, Inc.",Limited Business License,Renew,11-16-2013,11-15-2015,11-18-2013,41.92283377,-87.68772548,"(41.9228337681273, -87.68772547986856)"
"Chicago Pet Sitters, Llc",Animal Care License,Issue,09-10-2013,09-15-2015,09-10-2013,41.92088447,-87.67299471,"(41.92088446673275, -87.67299470600885)"
Hotel Chicago,Public Place of Amusement,Renew,02-16-2014,02-15-2016,02-10-2014,41.88841374,-87.62941081,"(41.888413743062294, -87.62941081299829)"
Springfield Food & Meat Market,Retail Food Establishment,Issue,05-16-2014,05-15-2016,05-16-2014,41.88064903,-87.72312472,"(41.88064902986778, -87.72312472411751)"
David Collum Ii,Peddler License,Issue,05-05-2014,05-15-2016,05-05-2014,41.88625752,-87.77470758,"(41.88625751563074, -87.7747075764466)"
V And A Construction Co.,Regulated Business License,Renew,05-16-2013,05-15-2015,05-16-2013,,,
Garden Gourmet Market,Retail Food Establishment,Renew,12-16-2013,12-15-2015,12-31-2013,41.90247597,-87.66761631,"(41.90247597111083, -87.66761630469311)"
Bismillah Restaurant,Retail Food Establishment,Renew,08-16-2013,08-15-2015,08-05-2013,41.99564933,-87.67559802,"(41.99564932905096, -87.67559801612487)"
Jorand Associates,Limited Business License,Renew,05-16-2013,05-15-2015,04-09-2013,41.87995707,-87.64128,"(41.87995707099538, -87.64128000375057)"
Museum Of Science And Industry,Public Place of Amusement,Renew,07-16-2013,07-15-2015,07-15-2013,41.79253621,-87.58379121,"(41.79253620872735, -87.58379120622547)"
